"SummonerName","KDA","AvgKills","AvgDeaths","AvgAssists","TOP_played","JUNGLE_played","MID_played","ADC_played","SUPPORT_played","WinRate","VisionWards","WardsKilled","WardsPlaced","TowersKilled","InhibitorKills","DragonsKilled","RiftHeraldKilled","BaronKilled","KillContribution","TotalDamageDealtToChampions","TotalDamageTaken","TotalHeal","CCDuration","GoldEarned","AvgGameLength","topPlayedLength","midPlayedLength","junglePlayedLength","adcPlayedLength","supportPlayedLength","D_ADC","DT_ADC","CS_zeroToTen_ADC","CS_ADC","H_ADC","D_MID","DT_MID","CS_zeroToTen_MID","CS_MID","H_MID","D_TOP","DT_TOP","CS_zeroToTen_TOP","CS_TOP","H_TOP","D_JG","DT_JG","CS_zeroToTen_JG","CS_JG","H_JG","D_SUP","DT_SUP","CS_zeroToTen_SUP","CS_SUP","H_SUP"
"Gargoyle753",1.00,3.80,7.20,3.40,7,3,0,0,0,20,6, 12, 99, 6, 0, 10,0,3,36, 143301, 231948, 39981, 47.90, 97474,1745.6,11632,0,5824,0,0,0,0,0,0,0,0,0,0,0,0,104699,131477,48.14,1058,10275,38602,100471,4.33,215,29706,0,0,0,0,0
"tknyc",2.41,0.90,4.40,9.70,1,0,0,0,9,40,33, 32, 225, 0, 2, 12,3,5,44, 63015, 208436, 55598, 117.75, 92261,1984.5,1283,0,0,0,18562,0,0,0,0,0,0,0,0,0,0,5250,9504,34.00,102,697,0,0,0,0,0,57765,198932,9.22,409,54901
"RaptorFrisbee",1.67,3.00,8.50,11.20,2,1,0,1,6,20,14, 10, 103, 2, 1, 14,2,2,47, 154659, 257148, 36614, 38.20, 103421,1998.2,4266,0,1635,2444,11637,21859,23398,53.00,188,3489,0,0,0,0,0,41125,65761,43.50,312,12570,8311,22508,6.00,30,2552,83364,145481,6.50,196,18003
"AstridButterfly",2.08,10.20,7.80,6.00,7,3,0,0,0,60,10, 20, 72, 22, 6, 18,4,4,56, 295732, 266117, 35576, 73.87, 142622,1933.9,13111,0,6228,0,0,0,0,0,0,0,0,0,0,0,0,213833,167210,61.43,1487,15608,81899,98907,1.67,215,19968,0,0,0,0,0
"akilla3333",2.15,7.90,6.00,5.00,0,0,1,9,0,60,6, 15, 117, 14, 3, 10,3,6,50, 257099, 212249, 33944, 49.75, 139346,1949.2,0,2051,0,17441,0,238016,182538,64.67,2120,33111,19083,29711,52.00,177,833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SuperImposer",3.24,1.10,5.90,18.00,0,1,0,0,9,60,26, 37, 259, 1, 0, 18,1,4,61, 77670, 240267, 34075, 39.65, 100725,2044.7,0,0,1832,0,18615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12153,33450,1.00,62,10676,65517,206817,0.89,94,23399
"NobleArgon",3.19,1.40,5.70,16.80,0,0,0,1,9,70,25, 35, 198, 2, 4, 16,2,5,59, 78393, 232683, 82457, 65.80, 99212,1896.3,0,0,0,1594,17369,5577,26330,18.00,42,2385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72816,206353,6.33,274,80072
"Noks3n",2.81,2.30,5.20,12.30,0,0,1,0,9,40,24, 68, 220, 1, 0, 13,1,2,63, 105185, 194651, 48965, 66.93, 96874,1958.6,0,1988,0,0,17598,0,0,0,0,0,13895,23228,53.00,142,8550,0,0,0,0,0,0,0,0,0,0,91290,171423,3.33,198,40415
"Walrüs",2.42,7.10,6.40,8.40,4,0,0,5,1,60,2, 10, 90, 20, 2, 19,2,7,50, 205652, 251125, 36674, 123.07, 130900,2002.9,7550,0,0,10157,2322,125103,99514,66.80,1138,14210,0,0,0,0,0,69474,112268,57.75,656,19236,0,0,0,0,0,11075,39343,9.00,28,3228
"Magnus714",5.25,6.40,2.80,8.30,0,6,1,3,0,60,0, 41, 119, 20, 2, 15,1,5,58, 174153, 282509, 62190, 128.27, 135144,1961,0,2016,11953,5641,0,46854,39193,74.00,696,7455,23951,14765,74.00,190,856,0,0,0,0,0,103348,228551,5.00,573,53879,0,0,0,0,0
"Sierlex",2.00,2.80,6.80,10.80,0,0,3,0,7,50,16, 40, 165, 0, 1, 14,3,3,48, 116831, 248204, 38844, 31.05, 103671,1980.3,0,5921,0,0,13882,0,0,0,0,0,49456,68984,49.67,539,11363,0,0,0,0,0,0,0,0,0,0,67375,179220,9.14,254,27481
"Athios",3.30,6.70,4.40,7.80,0,1,1,7,1,60,7, 41, 141, 19, 4, 14,2,3,51, 199460, 192612, 41500, 100.97, 127155,1889.9,0,2068,1965,13423,1443,166289,118620,63.57,1556,19478,14466,18584,43.00,170,1989,0,0,0,0,0,13399,38790,0.00,104,17665,5306,16618,1.00,6,2368
"Jawwseus",1.69,4.30,5.80,5.50,2,1,7,0,0,30,8, 9, 76, 5, 0, 10,1,5,40, 183539, 181657, 22818, 57.98, 103755,1995.8,3880,14810,1268,0,0,0,0,0,0,0,136283,115282,36.71,886,15244,41574,48833,62.50,353,2614,5682,17542,9.00,43,4960,0,0,0,0,0
"Banmabu2",2.18,9.20,7.90,8.00,2,1,5,2,0,40,1, 21, 113, 9, 2, 19,3,3,53, 211089, 275214, 44693, 128.65, 130263,2051.1,3987,10287,2090,4147,0,41498,50278,52.00,337,7830,107335,134346,51.20,769,20634,44975,53373,54.50,375,9376,17281,37217,3.00,63,6853,0,0,0,0,0
"Elizabeth Tran",1.60,2.70,4.50,4.50,1,2,3,0,4,30,4, 19, 119, 1, 1, 7,2,1,43, 97307, 158961, 27069, 40.08, 85938,1792.1,2157,6297,3368,0,6099,0,0,0,0,0,49353,42987,55.67,582,4681,11166,15710,68.00,186,1720,13149,49869,3.00,100,17883,23639,50395,4.25,98,2785
"Mid Or Dodge",1.82,6.30,7.90,8.10,0,0,5,5,0,50,8, 15, 120, 3, 1, 9,5,3,54, 174770, 230773, 35193, 44.03, 113839,1800.9,0,7909,0,10100,0,103106,118064,56.20,983,16833,71664,112709,54.60,691,18360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mxa Supra",3.00,8.70,6.10,9.60,1,0,4,5,0,50,23, 16, 174, 13, 2, 14,3,4,60, 312981, 240967, 43074, 95.98, 144811,2082.1,2275,8176,0,10370,0,166599,108838,54.40,1027,20706,108145,95729,58.00,717,14518,38237,36400,54.00,216,7850,0,0,0,0,0,0,0,0,0,0
"visaing88",3.87,3.80,3.90,11.30,0,0,0,6,4,70,28, 32, 113, 11, 5, 20,2,7,57, 154041, 177926, 32076, 50.37, 121026,2010.1,0,0,0,12117,7984,125201,102689,65.83,1379,18149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28840,75237,9.25,169,13927
"Alina Li",1.22,2.70,5.00,3.40,0,0,3,5,2,20,0, 10, 64, 6, 0, 9,4,1,40, 90707, 134207, 8628, 27.65, 82125,1545.6,0,4883,0,6815,3758,46710,43755,65.80,733,4348,24275,38544,69.33,532,1345,0,0,0,0,0,0,0,0,0,0,19722,51908,12.50,62,2935
