"SummonerName","KDA","AvgKills","AvgDeaths","AvgAssists","TOP_played","JUNGLE_played","MID_played","ADC_played","SUPPORT_played","WinRate","VisionControl","TowersKilled","DragonsKilled","RiftHeraldKilled","BaronKilled","KillContribution","CCDuration","AvgGameLength"
"Maria Aguilera",2.37,7.30,6.50,8.10,0,1,4,5,0,40,12,17,11,2,5,54,45.78,1805.9
"LiL Bunny FuFuu",1.93,2.60,7.10,11.10,0,1,0,1,8,20,30,1,9,2,1,62,60.80,1695
"igNarr",3.52,3.90,4.40,11.60,2,0,1,1,6,40,40,8,14,3,8,60,43.90,1828.4
"Schnell Run",2.59,3.70,5.10,9.50,5,4,1,0,0,50,23,10,11,2,4,55,124.48,1857.7
"Robert Knepper",2.08,8.40,6.50,5.10,0,6,4,0,0,40,3,0,12,1,4,55,78.67,1912
"Sangydog",1.63,4.90,5.40,3.90,0,2,0,8,0,40,1,11,11,0,6,47,46.72,1801.9
"SE CcWiN",2.45,4.30,5.10,8.20,2,6,0,2,0,60,16,8,13,4,6,50,105.40,1824
"InnoX",2.38,5.20,5.80,8.60,3,0,7,0,0,40,15,13,13,3,2,57,38.90,1779.6
"AmazinglyShady",2.08,5.70,6.50,7.80,0,1,3,4,2,20,15,4,15,5,3,51,123.22,2114
"Vihni",2.29,2.90,5.60,9.90,1,0,3,0,6,60,27,6,15,2,6,51,28.05,1756.3
"X8IB",2.59,6.00,4.60,5.90,2,6,2,0,0,40,7,8,11,3,6,54,115.18,1830.7
"changjo3468",3.19,4.30,4.30,9.40,4,1,5,0,0,50,19,10,16,6,4,57,190.48,1732.6
"Clarizio",2.07,0.90,5.60,10.70,0,0,0,0,10,40,54,2,12,3,6,54,45.98,1923.6
"White",3.28,6.00,3.60,5.80,0,0,8,2,0,70,19,9,9,3,2,55,25.38,1578.6
"Mends",5.53,6.00,1.90,4.50,3,7,0,0,0,70,4,11,14,7,3,47,64.23,1661.8
"Ni zhe ge fei wu",2.53,4.50,3.60,4.60,7,0,0,3,0,30,17,7,13,3,5,51,50.75,1912.5
"Mangoooooooooooo",1.80,5.10,6.10,5.90,1,0,2,7,0,40,0,10,8,1,3,46,27.03,1791.4
"50ShadesOfKappa",2.07,2.70,7.40,12.60,0,0,0,3,7,40,22,3,12,2,3,58,55.77,1933.2
"lNetsky",3.31,5.80,4.50,9.10,7,1,1,0,1,60,3,18,20,4,7,55,281.53,2072
"Nano Seconds",3.08,6.30,5.00,9.10,1,0,0,9,0,50,0,14,12,3,7,55,106.25,1954.9
"Mexican ADC",2.41,3.40,6.10,11.30,0,2,0,4,4,40,27,6,14,3,7,57,41.38,1933.2
"Let My Sup Go",2.42,3.00,4.80,8.60,6,0,1,0,3,50,36,5,22,5,3,52,80.25,1924.5
"12 1996",3.79,6.00,3.90,8.80,0,10,0,0,0,40,31,14,16,3,5,62,101.48,1770.6
"Hwas",2.09,1.60,7.00,13.00,1,0,0,0,9,20,47,1,11,4,3,62,30.08,1779.1
"LLLLLLLaw",2.91,4.40,4.70,9.30,6,1,3,0,0,70,15,5,12,2,5,53,69.55,1744.4
"Sikeylol",2.66,5.20,4.40,6.50,0,0,1,9,0,60,3,20,12,4,5,50,43.55,1702.5
"R0VEX",3.27,7.30,4.10,6.10,1,0,8,1,0,80,18,14,14,4,3,53,50.03,1650.4
"airyimbin",2.11,5.90,3.60,1.70,10,0,0,0,0,50,2,25,18,10,4,39,42.63,1669.3
"Kazahana",3.81,5.80,3.60,7.90,2,7,0,0,1,40,24,1,11,3,4,59,112.08,1842.6
"noenglandsorry",2.14,4.30,5.60,7.70,8,2,0,0,0,60,8,12,14,5,7,47,146.17,1949.8
"RobbyBob",2.60,7.10,4.70,5.10,2,5,3,0,0,40,20,4,14,3,7,51,70.35,1787.9
"DsamaProductions",4.11,7.90,3.50,6.50,0,0,7,3,0,60,3,3,15,6,5,58,57.17,1763
"LockDown Exec",4.77,6.60,3.00,7.70,0,2,0,7,1,80,5,14,19,2,6,53,49.55,1693.6
"Ammu",3.44,2.70,3.90,10.70,1,0,0,3,6,40,33,4,15,2,5,59,78.63,1848.3
"TSM Szeto",7.33,1.80,1.80,11.40,0,1,0,2,7,50,18,4,14,5,3,66,26.48,1605
"Vaccimulgence",1.98,3.30,5.20,7.00,5,0,2,1,2,50,4,2,14,1,3,47,32.90,1640
"Captain ZipButt",1.83,4.30,5.30,5.40,0,9,1,0,0,20,3,4,8,3,2,53,80.07,1673.1
"Permanent LovE",2.95,5.60,3.80,5.60,6,0,4,0,0,20,17,5,9,3,4,51,72.83,1811.4
"Veautiful",2.02,3.50,6.50,9.60,0,0,1,6,3,50,13,11,13,3,3,42,21.65,1795.8
"Voyboy",2.00,6.40,5.90,5.40,4,0,6,0,0,50,11,10,16,3,6,50,136.52,1818.9
"Senjogahara",3.00,4.30,3.90,7.40,6,4,0,0,0,60,15,4,8,3,1,54,91.90,1375.6
"tom12192",1.62,2.60,5.30,6.00,0,0,1,7,2,20,14,12,10,1,0,40,35.45,1802.1
"oh Nocturnal",2.19,4.10,4.80,6.40,4,0,4,2,0,60,27,11,14,5,4,53,65.83,1550.4
"LightSludge",3.75,4.10,2.40,4.90,0,0,3,7,0,60,0,9,12,3,4,55,26.97,1645.4
"Svenskeren1",1.95,4.90,5.90,6.60,0,10,0,0,0,40,20,3,6,0,3,55,92.22,1531.6
"Kooonsa",2.57,4.30,4.20,6.50,4,5,1,0,0,50,16,15,16,6,2,43,79.17,1807.9
"DeliciousMilkGG",2.76,2.40,4.10,8.90,5,5,0,0,0,40,29,2,13,5,4,51,171.63,1759.6
"jamee",1.64,1.60,6.40,8.90,1,0,0,0,9,60,26,3,10,6,6,47,44.32,1654.3
"Goxtry",3.33,5.00,3.90,8.00,3,0,0,7,0,60,0,16,14,5,3,56,56.05,1592.6
"OfSerenity",4.52,1.30,3.10,12.70,2,0,0,0,8,70,50,5,14,0,9,55,39.27,1741.1
"YOUMADSIS",1.89,2.20,7.30,11.60,0,1,0,2,7,20,46,8,13,1,3,55,38.55,1946.6
"jesse le",3.00,6.20,4.00,5.80,0,1,3,6,0,50,10,21,10,2,2,52,44.35,1639.2
"Heat Waves",3.94,4.10,3.40,9.30,3,1,1,3,2,70,24,10,13,4,4,58,47.58,1711.9
"MorTakTheBeast",1.91,4.00,4.70,5.00,4,5,0,1,0,20,2,1,14,0,0,47,54.45,1754.4
"Aerodactyl",2.46,5.40,5.20,7.40,0,2,2,6,0,50,7,20,13,7,4,59,78.82,1673.8
"Dr Kreiger",2.05,2.70,5.60,8.80,7,3,0,0,0,30,1,2,10,1,4,47,139.15,1811.4
"Davemon",2.81,7.00,4.20,4.80,0,0,9,1,0,60,15,15,7,4,3,50,20.48,1741.7
"1TrlcKPoNy",2.81,4.10,4.20,7.70,10,0,0,0,0,50,5,7,14,4,4,46,128.82,1757.5
"Gremio",4.00,2.10,3.10,10.30,0,0,0,3,7,70,42,4,12,9,9,52,38.28,1863.9
"Xpecial",2.95,0.90,3.80,10.30,0,2,0,0,8,40,50,3,13,3,3,53,50.68,1709
"KKBSDZT",1.86,1.20,5.80,9.60,0,0,0,0,10,30,26,1,12,0,4,49,29.53,1790.8
"C9 Balls",4.48,5.80,3.30,9.00,8,0,0,2,0,80,9,26,9,8,7,52,130.60,1695.5
"Aceyy",2.82,3.80,3.80,6.90,0,0,2,7,1,50,24,12,5,1,0,60,45.28,1497.5
"1035716423QQ",3.27,9.10,4.50,5.60,9,0,1,0,0,70,1,10,16,7,4,64,42.38,1619.3
"Gassmask",2.83,3.20,5.30,11.80,2,0,2,2,4,70,27,7,16,2,5,51,82.38,1723.9
"TEk Projekt",2.35,5.50,5.10,6.50,1,8,0,0,1,50,21,7,13,1,4,61,79.68,1647.8
"Paperkat",2.10,5.30,6.30,7.90,1,0,3,6,0,30,1,10,8,2,7,63,166.45,1928.2
"S4ruman",2.60,3.60,4.30,7.60,1,5,1,0,3,60,21,6,10,1,3,53,56.22,1623.8
"Nuoc Mam Guy",2.69,4.80,3.90,5.70,1,0,7,2,0,40,30,7,9,2,3,48,79.82,1854
"Modern Support",2.36,0.80,4.20,9.10,0,0,0,0,10,50,34,0,10,8,3,55,38.53,1643.8
"vncentwu",3.60,4.50,4.30,11.00,4,5,0,0,1,70,21,9,18,1,8,57,153.40,1956.2
"Deng 1 Xia",4.21,3.40,3.40,10.90,0,3,3,0,4,60,11,4,11,3,4,57,70.08,1823.1
"Bryan Danger",2.39,7.20,5.70,6.40,0,0,1,9,0,70,2,23,8,5,5,51,42.02,1846.5
"zaq",2.41,4.30,5.10,8.00,5,1,3,0,1,30,6,8,10,2,4,54,47.40,1705.9
